State FIPS Code,County FIPS Code,Postal Code,Name,Median Household Income,"Poverty Percent, All Ages","Percent of adults with a bachelor's degree or higher, 2012-2016",Alzheimer's Disease/Dementia,Arthritis,Asthma,Atrial Fibrillation,COPD,Cancer,Chronic Kidney Disease,Depression ,Diabetes,Heart Failure,Hyperlipidemia,Hypertension,Ischemic Heart Disease,Osteoporosis,Schizophrenia/Other Psychotic Disorders,Stroke,,,,,,,,
13,299,GA,Ware County,34643,25.5,22.368,9.5353,34.6154,3.2051,5.008,15.4647,7.4519,13.4615,11.6186,32.9327,17.9087,39.2228,65.2644,27.8446,4.2067,3.2853,4.5673,,,,,,,,
13,301,GA,Warren County,36789,28.2,13.353,11.4468,29.1716,3.6819,6.9153,14.8218,7.1749,15.7659,10.9039,30.4697,14.1846,43.9226,61.9306,27.4015,5.7116,3.7055,6.2544,,,,,,,,
13,303,GA,Washington County,35542,26.9,15.019,6.4516,23.3871,* ,4.4355,8.4677,4.8387,9.2742,9.2742,31.0484,13.7097,25.8065,59.6774,21.7742,4.8387,* ,* ,,,,,,,,
13,305,GA,Wayne County,42017,22.2,18.583,10.9524,41.3095,3.5714,4.6429,15,6.1905,13.0952,15.119,26.9048,23.5714,36.4286,66.0714,38.8095,4.2857,2.0238,5.5952,,,,,,,,
13,307,GA,Webster County,36329,20.8,12.825,10.0122,27.771,3.7759,7.8928,12.8867,8.1608,16.7113,12.7162,25.1157,13.3739,47.8197,58.514,28.7942,6.9184,1.9488,3.849,,,,,,,,
13,309,GA,Wheeler County,29532,39.1,12.089,9.6485,22.5267,4.0617,7.2588,14.3137,6.3127,11.7609,11.5814,27.6242,15.064,47.8835,56.9285,26.4089,4.706,3.1319,4.29,,,,,,,,
13,311,GA,White County,44980,14.3,12.3,12.1339,34.2399,3.5565,6.3459,15.1325,7.113,14.0865,12.2036,30.8229,18.4798,38.3543,66.5272,34.5886,6.834,4.6722,4.0446,,,,,,,,
13,313,GA,Whitfield County,46796,16.1,13.324,9.3987,28.1455,3.9919,5.6089,16.1698,6.2153,14.4012,9.4492,29.8636,21.2734,32.2385,61.2431,32.1374,5.4068,2.6276,4.194,,,,,,,,
13,315,GA,Wilcox County,33858,31,9.424,7.6461,31.1305,3.6592,5.5707,14.1453,6.9361,15.6199,11.3053,28.7275,18.2414,45.7673,64.391,36.0459,4.2054,1.8569,3.9869,,,,,,,,
13,317,GA,Wilkes County,33735,22.9,4.938,9.8373,34.7711,4.1998,4.7673,15.8154,7.0753,12.1075,14.1884,26.0689,13.583,37.1169,64.3587,24.9338,6.9996,2.6863,4.7673,,,,,,,,
13,319,GA,Wilkinson County,47309,20.9,20.792,9.9962,16.6821,4.9854,5.2784,6.6538,7.35,12.846,7.2435,27.4225,11.9774,52.0019,55.9001,23.0485,8.9647,2.8573,3.9077,,,,,,,,
13,321,GA,Worth County,40122,21.1,13.551,10.4506,16.4777,5.1298,5.1365,6.409,7.648,13.356,6.5599,28.5773,11.3332,54.559,57.5018,22.9201,10.0407,2.9041,4.1284,,,,,,,,
15,001,HI,Hawaii County,54684,15.4,13.786,9.2748,20.024,4.286,5.4689,6.4975,6.6861,12.5493,9.4977,25.75,10.5606,46.4427,53.6259,22.047,7.2518,3.2573,3.9088,,,,,,,,
15,003,HI,Honolulu County,80012,8.5,8.641,8.681,18.7676,4.6216,6.1059,7.1067,6.477,12.1444,8.5685,24.0639,11.4697,44.4957,49.7807,21.6575,6.0947,2.5301,2.9236,,,,,,,,
15,005,HI,Kalawao County,.,.,10.213,8.1342,24.0763,3.8135,6.7729,8.5843,6.8351,9.4637,12.7824,21.4094,13.4452,30.6565,42.2754,22.1929,5.3026,2.7168,2.6922,,,,,,,,
15,007,HI,Kauai County,63164,8.1,31.369,5.984,19.5479,2.5266,4.5213,6.383,5.984,6.117,8.3777,17.6862,9.5745,29.3883,37.766,20.8777,3.1915,1.8617,2.5266,,,,,,,,
15,009,HI,Maui County,69699,9.5,27.591,7.7117,22.8327,4.0323,5.9098,7.7369,4.8261,10.8871,14.5665,22.8327,14.7681,26.8775,40.751,19.002,5.7334,3.1628,2.4698,,,,,,,,
16,001,ID,Ada County,61571,10.8,29.762,6.7107,26.6227,2.8603,6.1606,6.9307,3.9604,13.8614,8.3608,20.242,16.9417,17.2717,40.5941,21.1221,3.5204,3.1903,2.2002,,,,,,,,
16,003,ID,Adams County,42310,15,27.79,8.2783,22.6155,4.4391,6.2987,12.1176,6.1188,10.8578,12.8374,21.1158,12.2376,27.5345,38.4523,23.0354,4.1992,2.3395,2.4595,,,,,,,,
16,005,ID,Bannock County,48453,16.8,25.698,6.4264,22.5384,3.7411,5.8067,5.8527,5.4625,9.9839,11.7742,27.037,13.3119,26.3714,37.8701,23.4795,4.0854,2.846,2.7083,,,,,,,,
16,007,ID,Bear Lake County,45875,13.9,26.249,7.2841,24.795,2.1708,4.7274,5.4028,7.1877,3.4732,9.3584,7.9595,7.863,21.9971,25.6633,16.2084,5.0169,1.1577,1.9778,,,,,,,,
16,009,ID,Benewah County,45285,18,36.97,7.0281,21.8876,3.4137,5.2209,6.8273,4.4177,5.2209,10.8434,15.6627,7.4297,32.3293,38.1526,22.6908,3.6145,* ,* ,,,,,,,,
16,011,ID,Bingham County,51586,13.8,22.683,7.242,24.395,2.9181,7.1886,8.7011,7.4911,6.2989,10.4448,19.2705,11.2633,29.2705,37.4199,22.7936,4.1993,1.4057,2.6335,,,,,,,,
16,013,ID,Blaine County,66210,9.8,27.532,6.9105,24.2541,4.5561,5.8861,6.5241,5.8052,9.894,11.7541,25.1078,12.0956,29.3853,41.0137,23.2836,5.1402,2.7588,2.9745,,,,,,,,
16,015,ID,Boise County,50123,13.6,19.526,6.262,16.9968,2.9393,6.7732,7.2204,5.1118,5.3035,9.6486,15.9744,12.0128,23.1949,33.9936,19.6805,4.0895,1.853,2.1725,,,,,,,,
16,017,ID,Bonner County,48097,15.4,13.607,6.4982,21.8412,2.8881,4.3321,9.0253,3.9711,8.4838,8.4838,22.9242,15.8845,19.3141,33.3935,26.5343,3.2491,2.5271,2.8881,,,,,,,,
16,019,ID,Bonneville County,59293,11.7,18.051,* ,12.8571,* ,* ,* ,* ,* ,* ,22.1429,14.2857,27.1429,41.4286,24.2857,* ,* ,* ,,,,,,,,
16,021,ID,Boundary County,42725,17,41.85,8.7517,25.374,4.0808,6.25,9.6493,7.1227,10.1147,14.744,23.2048,13.3394,32.0562,44.6393,22.623,5.1446,3.4491,3.1582,,,,,,,,
16,023,ID,Butte County,41706,18.2,26.968,8.2596,26.1554,2.1632,5.8997,6.0964,5.0147,9.9312,11.3078,22.2222,15.8309,22.9105,34.12,19.8623,4.6214,3.3432,1.6716,,,,,,,,
16,025,ID,Camas County,49153,9.9,22.056,8.0882,25.8901,4.8375,8.1656,7.2755,7.2368,10.9133,10.565,23.2972,20.5108,26.3545,40.983,22.4845,5.2632,2.322,3.7152,,,,,,,,
16,027,ID,Canyon County,48461,15.1,27.837,* ,18,* ,* ,* ,* ,* ,* ,22,11,23,44,31,* ,* ,* ,,,,,,,,
16,029,ID,Caribou County,55152,11.3,17.47,9.0024,22.6886,2.4939,6.691,14.5985,8.0292,8.6983,13.382,20.6813,16.3017,27.3723,36.8613,24.7567,3.163,3.4672,2.6764,,,,,,,,
16,031,ID,Cassia County,48983,14.2,14.896,6.1224,23.4694,2.0408,4.9563,7.1429,4.9563,7.4344,7.7259,16.6181,13.5569,19.8251,32.2157,19.3878,2.9155,2.4781,2.0408,,,,,,,,
16,033,ID,Clark County,42050,16.4,20.529,7.789,21.4199,3.1237,6.2475,12.2921,6.3286,10.1826,10.3043,23.8134,15.4564,36.0243,44.0568,24.0162,8.073,2.1907,1.7444,,,,,,,,
16,035,ID,Clearwater County,43626,15.8,18.354,6.0884,25.1043,1.8349,7.7565,4.6706,5.0042,7.256,8.6739,17.7648,14.8457,20.2669,25.5213,20.2669,3.2527,1.7515,2.0017,,,,,,,,
16,037,ID,Custer County,45591,15.7,18.068,5.7962,21.9646,3.5387,6.7724,5.1251,5.6742,10.0061,10.5552,25.3203,14.338,25.9304,41.0616,23.856,2.9896,1.7084,2.4405,,,,,,,,
16,039,ID,Elmore County,45003,13.9,18.563,7.4092,20.6084,3.1894,5.9863,7.7527,6.3297,8.5378,10.5496,18.2041,13.3955,28.4593,36.8989,23.0618,4.6124,3.0422,2.1099,,,,,,,,
16,041,ID,Franklin County,54427,9.3,15.229,9.7549,22.3039,3.5784,7.7451,9.4118,7.3039,12.6961,8.9216,20.7843,18.6765,34.0196,46.1765,25.7353,8.5784,1.3725,3.2353,,,,,,,,
16,043,ID,Fremont County,46465,16.5,16.828,8.2256,18.6839,1.8018,6.8547,9.7141,6.6197,5.7188,10.5758,15.1978,14.6886,19.4281,32.0016,18.9973,2.6635,2.546,2.3893,,,,,,,,
16,045,ID,Gem County,42027,17.9,26.174,6.2287,21.3311,3.541,6.1007,6.4846,4.9915,9.9829,9.9829,25.4693,13.2253,26.3652,38.7799,24.5734,3.285,1.9625,2.5597,,,,,,,,
16,047,ID,Gooding County,46948,13.8,16.563,7.5481,25.6731,4.0385,7.4038,9.8558,6.875,8.75,12.6442,22.2115,16.1058,29.7115,45.8173,21.6346,4.7596,2.6923,3.0769,,,,,,,,
16,049,ID,Idaho County,42049,16.2,19.576,8.2251,22.587,4.0197,7.8364,9.2865,7.1752,9.3735,13.2019,21.1311,12.3898,37.1114,44.739,22.8596,5.6439,2.1636,2.6334,,,,,,,,
16,051,ID,Jefferson County,61156,10.4,20.872,9.2076,18.9453,3.0692,6.8359,8.0357,6.9475,8.5658,9.5424,17.8013,12.4442,23.9397,35.6585,18.471,3.7388,1.981,2.6228,,,,,,,,
16,053,ID,Jerome County,48590,16,15.272,6.1547,22.9249,2.5974,6.6064,9.6556,5.0819,6.7194,8.5263,19.4241,15.8667,17.8995,29.6443,22.9249,2.4845,2.7668,2.5974,,,,,,,,
16,055,ID,Kootenai County,52019,14.5,14.278,7.1259,18.1314,1.9794,8.076,11.4806,5.8591,7.9968,10.6888,20.7443,16.6271,21.536,33.8084,21.8527,2.4545,3.0879,2.692,,,,,,,,
16,057,ID,Latah County,43767,17.6,16.894,9.3069,21.9802,4.1584,5.3465,8.1188,7.3267,9.703,13.4653,19.604,17.0297,28.3168,46.1386,20.396,4.5545,3.3663,3.1683,,,,,,,,
16,059,ID,Lemhi County,39934,17.7,20.782,6.936,20.4714,2.8956,4.9158,3.9731,5.4545,8.2828,11.5825,26.6667,14.6128,23.4343,39.4613,21.7508,3.7037,1.8182,2.4916,,,,,,,,
16,061,ID,Lewis County,41092,16,14.261,7.5479,27.1803,4.1846,5.788,7.7826,5.3969,9.7771,10.3246,22.3309,19.2804,25.4204,42.8627,21.7833,5.4752,2.0727,2.9722,,,,,,,,
16,063,ID,Lincoln County,47754,12.8,23.983,10.5419,24.2292,4.033,7.5833,10.8222,9.1716,12.0679,11.9589,24.5874,16.5836,34.5687,46.1071,23.8866,4.3756,2.943,3.0364,,,,,,,,
16,065,ID,Madison County,41199,24.1,45.938,6.7901,29.9383,3.3951,8.7963,5.2469,5.7099,9.1049,11.7284,22.3765,15.1235,19.9074,40.7407,22.9938,4.1667,3.2407,2.9321,,,,,,,,
16,067,ID,Minidoka County,48903,15.8,21.048,6.3762,23.4857,3.8257,6.3762,10.4145,6.1637,10.2019,12.5399,20.5101,16.0468,30.712,40.7014,21.6791,3.8257,2.763,2.4442,,,,,,,,
16,069,ID,Nez Perce County,50030,14.9,16.015,6.5209,23.7407,3.0457,5.779,9.1371,7.2237,9.6447,10.8161,23.155,13.237,34.9473,44.9043,22.1788,5.6228,1.7571,3.2019,,,,,,,,
16,071,ID,Oneida County,46596,13.1,11.825,9.8226,24.8295,1.5007,4.3656,8.0491,3.5471,10.3683,13.5061,22.3738,12.6876,21.4188,38.472,21.2824,4.2292,2.8649,2.3192,,,,,,,,
16,073,ID,Owyhee County,35866,17.3,36.815,8.618,26.529,2.9388,7.228,12.1922,5.9968,10.5242,13.3439,25.8141,16.7196,35.7824,45.0755,29.2295,5.7188,2.0254,2.78,,,,,,,,
16,075,ID,Payette County,46595,15.9,14.881,3.3003,21.2871,2.3102,5.9406,4.7855,4.6205,6.7657,6.6007,15.0165,11.0561,16.6667,34.4884,18.9769,4.2904,2.9703,2.8053,,,,,,,,
16,077,ID,Power County,45933,15.7,22.198,8.5283,27.1444,4.8268,6.8996,9.2982,8.1038,9.0416,15.0725,20.1954,14.5,34.271,51.1894,22.0709,5.7941,3.0797,2.5763,,,,,,,,
16,079,ID,Shoshone County,39285,18.9,16.348,7.9251,23.2709,2.0173,6.4121,6.6282,6.3401,9.5821,10.1585,14.9856,10.879,27.0893,37.7522,20.9654,5.7637,2.8098,2.4496,,,,,,,,
16,081,ID,Teton County,60745,9.7,9.67,8.7333,23.2,2.6667,7.1333,7.8667,6.2,8.4667,7.2667,22.3333,13.4667,32.7333,43.2,18.9333,4,2.4,2,,,,,,,,
16,083,ID,Twin Falls County,49415,14.5,15.847,10.5784,27.9844,4.3924,7.7043,11.0086,8.2042,12.2219,12.1946,25.671,17.4115,41.4139,55.8236,30.7531,6.4001,3.9556,4.2851,,,,,,,,
16,085,ID,Valley County,58738,9.6,15.321,9.86,25.3792,3.9673,5.8343,14.4691,6.3011,14.7025,10.21,29.6966,14.0023,36.4644,57.2929,27.1295,4.3757,3.909,4.3757,,,,,,,,
16,087,ID,Washington County,41647,15.1,12.822,10.604,25.4976,3.9808,6.5889,12.9719,7.5841,9.849,14.173,25.7035,17.6047,37.9547,51.3727,35.5868,5.1476,3.0885,3.5003,,,,,,,,
17,001,IL,Adams County,51130,12.8,18.145,8.5253,26.9697,3.7778,7.0303,10.404,7.0707,11.4949,12.0808,25.899,13.7576,44.6667,50.5455,26.3838,6.3232,2.9697,3.8182,,,,,,,,
17,003,IL,Alexander County,33344,29,30.974,8.9097,20.2814,5.041,6.9168,11.7233,7.034,9.7304,11.7233,23.6811,13.8335,40.5627,52.9894,28.7222,3.0481,6.3306,3.8687,,,,,,,,
17,005,IL,Bond County,53631,13.6,15.429,8.8136,32.0904,3.0508,7.4899,10.7506,8.7328,9.3785,10.7022,23.3253,17.159,33.3172,50.6215,31.0412,6.3277,3.0186,3.4544,,,,,,,,
17,007,IL,Boone County,62081,9.6,32.894,10.2116,27.3229,3.2199,6.7157,11.4995,6.8997,11.5915,10.2116,31.2787,20.3312,52.8979,66.7893,41.8583,4.1398,2.5759,3.4959,,,,,,,,
17,009,IL,Brown County,51826,16.7,22.6,7.9876,20.3406,3.9938,6.8111,11.9814,7.2136,10.2477,9.4118,25.6347,15.418,40.2786,50.3096,32.6625,3.7152,1.7647,2.9102,,,,,,,,
17,011,IL,Bureau County,53410,11.5,8.985,8.5727,25.1523,4.6997,6.0052,11.9669,6.7885,9.0949,11.6623,23.7163,13.4465,43.4291,56.2228,31.4186,4.2211,3.0026,2.6545,,,,,,,,
17,013,IL,Calhoun County,50952,12.2,18.264,10.3575,25.8448,5.1604,6.9417,10.0453,8.7843,13.9814,13.9569,23.0534,16.0137,41.9136,56.0051,25.1653,8.0436,3.8443,3.7831,,,,,,,,
17,015,IL,Carroll County,50330,12.6,21.51,8.4944,23.7479,4.8561,6.4698,12.422,8.0073,11.3411,13.8377,26.5794,16.9432,46.5977,58.1215,32.9274,4.369,3.9428,3.5165,,,,,,,,
17,017,IL,Cass County,47511,13.7,14.3,11.699,22.1579,2.9764,5.7875,13.6007,7.1931,10.9136,12.2778,23.2327,18.6854,27.5734,48.5325,32.6581,5.9115,2.4804,4.382,,,,,,,,
17,019,IL,Champaign County,51032,18.9,18.805,9.3641,25.856,3.1097,7.2676,18.5884,8.5255,14.1859,13.2425,24.9126,18.1691,36.8973,59.8532,35.7792,4.3676,4.6471,4.5423,,,,,,,,
17,021,IL,Christian County,49324,12.7,15.042,11.9131,25.8216,2.9147,9.2723,11.698,6.7684,10.6416,12.989,23.4546,14.4562,40.1995,54.9491,31.6119,6.2207,2.5235,4.4405,,,,,,,,
17,023,IL,Clark County,49937,12,16.359,11.6616,25.0479,3.5177,7.2543,14.8919,8.2261,11.8122,15.8089,23.2549,22.1736,41.6233,54.4484,30.4681,7.8429,4.0652,3.4355,,,,,,,,
17,025,IL,Clay County,43478,16,13.831,11.4318,29.5068,5.1065,7.5698,10.112,8.3396,12.7022,11.7923,27.4143,19.6522,39.578,57.1616,31.7245,6.9022,4.8207,4.743,,,,,,,,
17,027,IL,Clinton County,61013,9.3,43.927,8.6531,26.118,2.6727,7.3035,12.9399,8.4943,9.8439,10.5054,24.1069,13.8396,35.0886,53.9296,25.6946,7.5152,2.7785,5.3189,,,,,,,,
17,029,IL,Coles County,42066,19.3,15.079,9.4945,25.7707,3.3909,6.4735,13.7485,7.09,12.3921,12.2688,24.9075,17.5092,39.0259,55.1788,31.3194,6.1036,2.0345,3.5758,,,,,,,,
17,031,IL,Cook County,60025,15,16.474,10.1918,25.566,4.1367,7.7189,9.8191,7.7462,10.4919,12.4193,25.0114,15.6832,40.3764,53.8504,28.0389,6.1006,2.6002,3.6549,,,,,,,,
17,033,IL,Crawford County,46374,14.4,14.798,8.7651,29.5676,4.5578,8.1808,14.8422,8.4924,15.1149,15.4655,22.2828,21.6206,41.2154,57.3822,36.1122,6.9342,3.7008,4.5578,,,,,,,,
17,035,IL,Cumberland County,49733,12.4,21.158,11.236,23.5955,3.7128,6.3019,10.4543,7.7675,12.0176,13.3854,23.7909,18.2218,40.4983,54.128,27.2106,7.3278,3.3708,3.5173,,,,,,,,
17,037,IL,DeKalb County,59586,15.8,25.325,11.4265,27.9603,3.667,9.5414,9.435,8.7579,11.1813,11.7904,23.3487,15.3489,45.0089,53.4333,28.7468,7.717,2.9838,4.4778,,,,,,,,
17,039,IL,De Witt County,54926,10.6,36.471,10.8282,24.1147,3.1021,6.8774,15.4522,7.6675,10.3014,10.6819,24.1733,21.2467,31.5774,49.4879,35.0307,4.8581,3.4533,4.741,,,,,,,,
17,041,IL,Douglas County,55891,9.8,17.181,9.6586,27.3938,1.9983,8.6595,12.6561,6.2448,9.9084,8.9092,25.6453,14.4879,44.4629,54.7044,31.1407,3.3306,2.2481,4.0799,,,,,,,,
17,043,IL,DuPage County,84999,7,14.77,8.0945,27.8339,3.7459,7.1824,14.6091,9.658,10.7492,13.0293,24.6091,15.7655,45.9283,59.2508,30.4235,5.1792,4.0554,3.7459,,,,,,,,
17,045,IL,Edgar County,47062,13.6,30.826,8.8289,23.4215,4.0346,7.0212,14.9856,8.6717,10.8724,15.431,26.9845,19.8061,48.2578,61.2523,34.8179,9.8507,3.6678,3.7202,,,,,,,,
17,047,IL,Edwards County,48884,11.1,20.404,10.8724,32.1789,3.6826,7.2775,14.2043,8.5927,11.4862,14.0289,25.9535,18.676,43.0951,56.9049,29.4608,6.0061,3.5949,3.9456,,,,,,,,
17,049,IL,Effingham County,51809,10.9,19.109,9.8708,28.4304,3.1806,6.4465,15.3912,6.5074,15.5862,13.9898,26.6147,16.1102,39.7392,58.445,33.1099,4.6917,3.144,4.4114,,,,,,,,
17,051,IL,Fayette County,46290,15.2,47.312,10.8674,29.8483,3.6774,8.3773,12.5825,8.2289,10.7685,11.3951,24.6702,16.1445,41.128,52.6055,27.9683,4.0073,3.1332,3.8588,,,,,,,,
17,053,IL,Ford County,51861,11.2,18.029,8.2742,24.1135,2.9945,6.6982,14.6572,6.383,12.3719,12.4507,27.502,14.0268,40.0315,56.1072,29.2356,3.7037,2.5217,3.6249,,,,,,,,
17,055,IL,Franklin County,40246,21.5,12.014,9.045,30.0541,3.1351,6.5586,13.8378,7.3514,11.1712,13.982,26.6306,17.0811,39.5315,55.3153,34.1261,3.2793,2.7748,3.0991,,,,,,,,
17,057,IL,Fulton County,49503,14.7,22.48,8.3842,27.5137,4.1279,8.7215,11.9499,8.7857,11.9178,11.2111,25.0241,17.7642,45.0209,57.1314,33.7135,5.6858,2.6341,4.433,,,,,,,,
17,059,IL,Gallatin County,39634,20.5,13.567,11.5095,25.6796,1.4459,6.1307,18.3343,7.1718,12.7241,10.8733,21.6888,16.0787,27.646,53.0943,30.6536,4.3378,3.4124,4.5113,,,,,,,,
17,061,IL,Greene County,44378,15.1,17.382,8.6544,24.7757,3.1398,7.124,11.6623,7.7309,11.029,11.7678,22.2164,16.6227,37.124,52.4011,27.6781,4.8813,3.4828,3.219,,,,,,,,
17,063,IL,Grundy County,71969,7.9,15.272,10.6987,48.7991,11.2445,8.952,23.1441,4.5852,11.2445,14.4105,29.476,25.655,45.4148,56.8777,41.8122,5.6769,3.2751,4.476,,,,,,,,
17,065,IL,Hamilton County,47855,14.4,16.435,7.8279,25.2468,3.385,5.9944,15.0917,8.2511,10.5078,10.0141,21.0155,15.4443,38.0113,49.2948,37.5882,4.0197,1.481,3.7377,,,,,,,,
17,067,IL,Hancock County,51721,12,11.513,8.5693,30.0542,3.1889,7.1534,11.9306,8.2984,10.9086,10.9456,22.1374,16.7939,42.6496,51.2558,30.5467,5.245,3.3366,3.8414,,,,,,,,
17,069,IL,Hardin County,39143,21.9,11.161,8.7578,30.9563,4.0256,8.7742,13.0135,7.8705,13.2764,11.5511,25.0082,18.0578,42.4088,56.7039,32.9773,6.211,2.5961,4.7486,,,,,,,,
17,071,IL,Henderson County,47792,11.7,21.773,8.7043,28.3512,3.1957,5.6578,11.1042,6.8764,15.419,12.8575,24.9813,13.6285,37.9632,57.0629,28.4506,5.0609,4.1781,3.1584,,,,,,,,
17,073,IL,Henry County,55287,11.5,15.73,9.4479,31.1656,3.0061,6.9325,14.7239,10,12.6994,11.6564,24.3558,17.1779,42.2699,58.9571,29.6933,5.3374,2.3926,3.0675,,,,,,,,
17,075,IL,Iroquois County,47589,13.3,19.599,11.0537,27.3471,4.321,6.7471,16.9681,8.5415,13.7525,12.8625,26.7729,16.9107,38.5444,58.2544,33.3477,5.8714,3.2587,4.1918,,,,,,,,
17,077,IL,Jackson County,34982,23.4,11.321,9.6724,24.4438,2.6267,6.644,12.6391,7.2621,11.0321,13.7206,27.9666,17.707,47.8986,61.5266,39.4932,5.4697,3.7701,4.11,,,,,,,,
17,079,IL,Jasper County,51120,10.7,13.27,8.2058,20.6369,2.0821,8.1751,6.9198,7.1953,7.7159,9.9816,20.8512,11.635,40.3858,48.4078,22.5352,3.9192,2.6332,3.0312,,,,,,,,
17,081,IL,Jefferson County,45746,15.8,21.271,7.957,30.5376,2.9677,6.7957,14.7527,7.4409,13.5914,11.914,25.0323,13.8925,49.6344,59.914,31.1828,5.8065,2.0215,3.2688,,,,,,,,
17,083,IL,Jersey County,57243,11.2,14.618,10.5046,25.9939,4.2901,8.4535,8.9624,7.9314,12.2717,13.3421,24.8689,15.4631,44.194,55.3255,27.8484,6.6252,3.436,4.0258,,,,,,,,
17,085,IL,Jo Daviess County,54169,9.9,35.905,10.0815,32.7922,4.4659,8.3078,12.2422,7.9785,16.7427,13.7096,26.3678,17.3494,46.2823,59.7608,34.5543,7.499,4.3157,4.3041,,,,,,,,
17,087,IL,Johnson County,48359,14.4,18.265,8.7391,23.6312,3.8345,8.1327,8.3289,8.8283,11.3608,11.3073,23.4528,14.7673,45.1222,54.2893,28.4644,5.5466,1.8727,3.7275,,,,,,,,
17,089,IL,Kane County,73684,10.5,16.43,8.946,29.1386,5.4361,6.9663,14.5425,8.55,10.0803,12.1669,23.7025,14.1894,42.7073,52.4238,28.7319,5.2541,5.0722,4.1199,,,,,,,,
17,091,IL,Kankakee County,54624,14.2,18.38,8.7984,25.4998,3.3528,7.8978,11.5369,8.486,9.5898,10.5685,23.2039,16.5192,38.1976,55.8361,28.2018,6.6379,3.3892,3.5037,,,,,,,,
17,093,IL,Kendall County,91952,4.6,24.102,11.4788,27.6157,3.9621,8.3375,9.7281,8.7365,11.077,10.8287,23.0494,15.4739,39.581,51.0095,28.4337,6.1965,3.434,4.1888,,,,,,,,
17,095,IL,Knox County,43277,17.1,16.668,11.1623,31.3138,3.3257,8.1989,16.4636,7.5733,10.0428,11.6233,27.6918,16.76,37.4053,62.2654,29.6016,6.4537,3.9183,5.9269,,,,,,,,
17,097,IL,Lake County,83344,8.7,32.104,7.9077,22.5865,2.7018,6.5404,11.1203,7.2488,8.7974,11.3839,23.3278,14.6129,45.453,54.3657,30.0659,5.9143,2.8171,2.7512,,,,,,,,
17,099,IL,La Salle County,56543,13.3,18.958,8.422,28.2958,3.2642,7.2137,10.7304,8.927,10.009,12.8584,24.9955,16.0866,42.3986,54.5176,30.7845,6.1136,2.3986,3.661,,,,,,,,
17,101,IL,Lawrence County,44774,18.6,34.272,10.5274,24.2971,5.9306,8.4342,13.2978,7.9417,9.5219,17.6483,25.7952,16.7043,42.0891,57.6647,29.92,4.8841,5.1714,3.7349,,,,,,,,
17,103,IL,Lee County,55563,13.3,18.07,9.3844,28.7939,5.0568,7.369,11.0301,9.2855,12.2435,11.5613,25.7369,17.8315,44.6568,56.4212,33.7309,5.9629,4.4162,4.0829,,,,,,,,
17,105,IL,Livingston County,54339,14.3,43.696,10.1501,25.391,4.2931,7.1481,12.6588,7.6729,11.945,13.2781,26.6401,17.1618,44.0013,57.3738,33.3893,5.8675,3.2539,3.7787,,,,,,,,
17,107,IL,Logan County,53052,13.7,16.963,10.6797,27.1009,3.6771,7.3314,12.5297,7.7374,13.8021,14.6313,25.5197,17.7051,45.9412,57.8075,34.1435,7.0369,3.5942,4.0374,,,,,,,,
17,109,IL,McDonough County,44460,20.2,10.148,10.7477,23.897,2.7929,6.9985,17.5723,8.4329,12.6168,12.8994,26.3638,18.9959,37.97,57.1072,37.7201,5.1293,4.4012,5.4445,,,,,,,,
17,111,IL,McHenry County,81570,7.3,17.711,10.3841,32.1954,4.1252,6.6856,11.2376,8.2978,10.8108,12.66,25.2252,16.88,47.4633,60.1707,32.0531,5.4528,2.7975,4.4571,,,,,,,,
17,113,IL,McLean County,64271,12.6,15.212,10.2671,24.8471,4.0232,8.3038,11.7799,8.0785,11.2005,12.8742,24.8793,17.7663,39.6202,54.1036,29.6106,4.345,2.7679,3.2185,,,,,,,,
17,115,IL,Macon County,47786,17.3,18.375,11.351,35.1325,3.631,6.9676,23.0945,8.5705,13.3464,13.2156,28.263,18.8093,54.5633,61.4328,34.0203,6.1825,2.7151,4.4161,,,,,,,,
17,117,IL,Macoupin County,52483,13.3,33.543,8.1491,28.1318,3.316,6.6537,11.4001,8.7993,7.5423,9.4928,22.7785,16.3632,40.7672,55.7867,30.7109,4.2046,2.7742,4.2696,,,,,,,,
17,119,IL,Madison County,56297,13.3,33.247,9.4803,25.6126,3.491,8.5103,10.2952,8.1268,10.6111,11.6318,22.5982,14.6942,39.3847,52.6267,28.6411,5.6228,2.9496,3.7645,,,,,,,,
17,121,IL,Marion County,45698,15.8,44.53,10.0019,24.5705,4.4231,8.1464,10.5704,8.64,11.4575,13.2255,21.8342,13.0443,42.5251,53.5766,28.9873,5.8162,3.1674,3.8546,,,,,,,,
17,123,IL,Marshall County,54807,9.8,22.806,9.2323,21.425,6.1716,8.279,11.44,8.1786,9.5334,16.1064,23.9338,14.1997,39.1872,54.9423,30.9584,3.2614,2.559,3.0105,,,,,,,,
17,125,IL,Mason County,46962,15.1,18.248,8.9054,33.692,3.6735,7.0501,13.8033,7.6067,10.9091,10.2041,23.859,16.7718,44.7495,56.1039,34.3599,5.1206,1.8924,4.1558,,,,,,,,
17,127,IL,Massac County,42833,20.6,25.664,12.1367,29.1442,3.4446,8.0463,11.5985,7.831,17.5996,15.6082,24.4618,18.4607,46.4209,60.8181,35.7643,7.1044,3.0409,4.0904,,,,,,,,
